global_idx,sentence,verb,theme,theme.pron,recipient,rec.pron,verb_lemma,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,babylm-default_ratio,babylm-balanced_ratio,loose-balanced_ratio,loose-default_ratio,removed_ratio,conti
23329,"Well, I think that, uh, as a whole that the, being that the drug problem, the drug industry can, uh, bring so much money to a country.",bring,so much money,n,a country,n,bring,VB,27,the drug industry,IN,ADP,32,NN,NOUN,28,to,31,35,prep,alternating,"Well, I think that, uh, as a whole that the, being that the drug problem, the drug industry can, uh, bring a country so much money.",-0.1610593796,-0.1620690823,-0.1165399551,-0.1519532204,0.0337531566619873,1
13695,Send it to San Francisco.,Send,it,i,san francisco,n,send,VB,0,,IN,ADP,3,PRP,PRON,1,to,2,6,prep,alternating,Send san francisco it.,-3.269412279,-1.502860785,-1.943977356,-2.881019115,2.71582555770874,1
5344,"He put the jeweled branch into a lacquer box and carried it to the bamboo-cutter, begging him to present it to the Princess.",carried,it,i,the bamboo-cutter,n,carry,VBD,10,,IN,ADP,13,PRP,PRON,11,to,12,25,prep,alternating,"He put the jeweled branch into a lacquer box and carried the bamboo-cutter it, begging him to present it to the Princess.",-0.7473068237,-0.3601360321,-0.3435764313,-0.7658820152,0.2131843566894531,1
24454,"Instead, a temple or ""Death House"" for spinsters was built or families take their daughter to a shed, empty house, or outlying buildings to die.",take,their daughter,n,"a shed , empty house , or outlying buildings",n,take,VBP,15,families,IN,ADP,19,NN,NOUN,16,to,18,31,prep,alternating,"Instead, a temple or ""Death House"" for spinsters was built or families take a shed, empty house, or outlying buildings their daughter to die.",-0.5189204216,-0.5815711021,-0.46571064,-0.4536085129,0.3592524528503418,1
1451,"Britain is to send four ships which took part in the Falklands War, to carry the desert rats to the Gulf: Sir Tristram, Sir Galahad, Sir Bevedere and er Sir Bedevere  and Sir Percival are expected to start picking up tanks from West Germany in the next few weeks.",carry,the desert rats,n,the gulf,n,carry,VB,15,,IN,ADP,20,NNS,NOUN,16,to,19,55,prep,alternating,"Britain is to send four ships which took part in the Falklands War, to carry the gulf the desert rats : Sir Tristram, Sir Galahad, Sir Bevedere and er Sir Bedevere  and Sir Percival are expected to start picking up tanks from West Germany in the next few weeks.",-0.2601566315,-0.2476701736,-0.06597995758,-0.3415641785,0.1432380676269531,1
7939,My uncle vowed that the Pittsburgh should never carry a bale of his furs to St. Louis or bring up freight for him.,carry,a bale of his furs,n,st. louis,n,carry,VB,8,the pittsburgh,IN,ADP,15,NN,NOUN,9,to,14,24,prep,alternating,My uncle vowed that the Pittsburgh should never carry st. louis a bale of his furs bring up freight for him.,-0.8969073296,-0.6227550507,-0.6791915894,-0.4882040024,0.5237579345703125,1
14174,I brought you to my house and asked my mother to look after you as she did to me.,brought,you,p,my house,n,bring,VBD,1,i,IN,ADP,4,PRP,PRON,2,to,3,20,prep,alternating,I brought my house you and asked my mother to look after you as she did to me.,-0.8150627613,-0.1468603611,-0.4104199409,-0.5518205166,0.4972434043884277,1
19234,Your mother give it to me a Iong time ago.,give,it,i,me,p,give,VBP,2,your mother,IN,ADP,5,PRP,PRON,3,to,4,11,dative,alternating,Your mother give me it a Iong time ago.,-0.8632824421,-0.5636410713,-0.5718433857,-0.9064261913,-0.3234200477600097,1
18026,The strange story again presented itself to his imagination.,presented,itself,i,his imagination,n,present,VBD,4,the strange story,IN,ADP,7,PRP,PRON,5,to,6,10,prep,po_only,The strange story again presented his imagination itself.,-1.938917637,-1.253785133,-1.538233995,-2.05517745,1.2662229537963867,1
16026,"You not only gave them to him,",gave,them,p,him,p,give,VBD,3,you,IN,ADP,6,PRP,PRON,4,to,5,8,dative,alternating,"You not only gave him them,",-0.9311857224,-0.7408137321,-0.7812278271,-0.8824667931,0.2885551452636719,1
16062,Now we'd like to sing a song for you.,sing,a song,n,you,p,sing,VB,5,,IN,ADP,9,NN,NOUN,6,for,8,11,dative,benefactive_alternating,Now we'd like to sing you a song.,-0.3027954102,-0.2792394161,-0.1982326508,-0.2373366356,0.8880326747894287,1
16644,You be sure and mention that to the Feds when they get here.,mention,that,i,the feds,n,mention,VB,4,,IN,ADP,7,DT,PRON,5,to,6,14,prep,po_only,You be sure and mention the feds that when they get here.,-0.9364492893,-0.3357284069,-0.7001817226,-0.9831361771,0.3116717338562011,1
15502,I give LED light strips to the top of the spandex cap.,give,led light strips,n,the top of the spandex cap,n,give,VBP,1,i,IN,ADP,6,NNS,NOUN,2,to,5,13,dative,alternating,I give the top of the spandex cap LED light strips.,-0.9720988274,-1.241721153,-0.8669843674,-1.09676981,0.7779364585876465,1
9915,"If you don't say anything to him, he'll stay like this until tomorrow morning.",say,anything,n,him,p,say,VB,4,you,IN,ADP,7,NN,PRON,5,to,6,18,prep,po_only,"If you don't say him anything, he'll stay like this until tomorrow morning.",-0.6290478706,-0.3603262901,-0.5087678432,-0.573479414,0.6719365119934082,1
12073,Like I was told I sent an innocent man to prison... only I refuse to accept it?,sent,an innocent man,n,prison,n,send,VBD,5,i,IN,ADP,10,NN,NOUN,6,to,9,21,prep,alternating,Like I was told I sent prison an innocent man... only I refuse to accept it?,-0.9202213287,-0.6489338875,-0.5332951546,-0.7952814102,0.6327147483825684,1
3039,I refer them to Ken Dodd in Knotty Ash who's got a specialist company on that behalf.,refer,them,p,ken dodd in knotty ash who's got a specialist company on that behalf,n,refer,VBP,1,i,IN,ADP,4,PRP,PRON,2,to,3,19,prep,po_only,I refer ken dodd in knotty ash who's got a specialist company on that behalf them.,-0.9942626953,-0.7346529961,-0.6004905701,-0.74888134,0.609652042388916,1
5802,"Belle, she'll show 'em to you.",show,em,n,you,p,show,VB,4,she,IN,ADP,7,PRP,PRON,5,to,6,9,dative,alternating,"Belle, she'll show you 'em.",-0.4021234512,-0.2138619423,-0.439478159,-0.6824760437,0.2212433815002441,1
22029,During the Middle Ages the muskmelon spread across Europe to as far west as Spain and Christopher Columbus brought seeds of it to the Caribbean in 1494.,brought,seeds of it,n,the caribbean,n,bring,VBD,18,christopher columbus,IN,ADP,23,NNS,NOUN,19,to,22,28,prep,alternating,During the Middle Ages the muskmelon spread across Europe to as far west as Spain and Christopher Columbus brought the caribbean seeds of it in 1494.,0.0737388134,-0.1529326439,0.0397028923,-0.09926939011,0.1863410472869873,1
5273,"Next time you go, take this old man with you to the wrestling match.",take,this old man,n,the wrestling match,n,take,VB,5,,IN,ADP,12,NN,NOUN,6,to,11,16,prep,alternating,"Next time you go, take the wrestling match this old man with you.",-0.9609174728,-0.942545414,-0.6274812222,-0.9305388927,0.6604995727539062,0
16575,I'm going to give cold fusion to the world.,give,cold fusion,n,the world,n,give,VB,4,,IN,ADP,8,NN,NOUN,5,to,7,11,dative,alternating,I'm going to give the world cold fusion.,-0.3426966667,-0.5627059937,-0.9045000076,-0.6960539818,-0.307234525680542,1
2112,"From that moment in time they will have the opportunity to express their views to Councillors, to myself, to my staff.",express,their views,n,"councillors , to myself , to my staff",n,express,VB,11,,IN,ADP,15,NNS,NOUN,12,to,14,24,prep,po_only,"From that moment in time they will have the opportunity to express councillors, to myself, to my staff their views.",-0.5964028835,-0.7601833344,-0.7737009525,-0.7754929066,0.5274395942687988,1
25426,"Hours later, Henry leaves a message for Betty, saying that he has to take Charlie to the doctor and tells Betty should not go to the restaurant, saying he will meet up with her later.",take,charlie,n,the doctor,n,take,VB,15,,IN,ADP,18,NNP,PROPN,16,to,17,39,prep,alternating,"Hours later, Henry leaves a message for Betty, saying that he has to take the doctor Charlie and tells Betty should not go to the restaurant, saying he will meet up with her later.",-0.3749322891,-0.1863105297,-0.2665946484,-0.1616415977,0.0043444633483886,1
22636,Kansas gives tax breaks and other incentives to aircraft manufacturers.,gives,tax breaks and other incentives,n,aircraft manufacturers,n,give,VBZ,1,kansas,IN,ADP,8,NNS,NOUN,2,to,7,11,dative,alternating,Kansas gives aircraft manufacturers tax breaks and other incentives.,-1.281558037,-0.732820034,-0.896645546,-1.102900505,0.9946813583374025,1
8564,"Peace and plenty at the settlement--Smith sets out to discover the source of the Chickahominy--He falls into an ambush and has a running fight with two hundred warriors--Walks into a swamp and is forced to surrender--Opechancanough the chief of the Pamaunkes--Smith is put to a test of courage--He figures in a triumphal procession--Has suspicions that he is being fattened for the table--He sends a timely warning to Jamestown and diverts a projected attack by the Indians--Smith is dealt with by the medicine men--A strange, wild ceremony enacted by hideously painted and bedecked creatures.",sends,a timely warning,n,jamestown,n,send,VBZ,62,,IN,ADP,67,NN,NOUN,63,to,66,95,dative,alternating,"Peace and plenty at the settlement--Smith sets out to discover the source of the Chickahominy--He falls into an ambush and has a running fight with two hundred warriors--Walks into a swamp and is forced to surrender--Opechancanough the chief of the Pamaunkes--Smith is put to a test of courage--He figures in a triumphal procession--Has suspicions that he is being fattened for the table--He sends jamestown a timely warning and diverts a projected attack by the Indians--Smith is dealt with by the medicine men--A strange, wild ceremony enacted by hideously painted and bedecked creatures.",-0.06025457382,-0.01403331757,-0.04650259018,-0.07334899902,0.085759162902832,1
12780,I have given serious thought to the training knowing very well it would depend on my conduct here as you have said.,given,serious thought,n,the training,n,give,VBN,2,i,IN,ADP,6,NN,NOUN,3,to,5,23,dative,alternating,I have given the training serious thought knowing very well it would depend on my conduct here as you have said.,-0.4007897377,-0.5318813324,-0.6663413048,-0.5829081535,0.5991306304931641,1
19400,"N-no, I-I can't take my baby to Mexico.",take,my baby,n,mexico,n,take,VB,5,i-i,IN,ADP,9,NN,NOUN,6,to,8,11,prep,alternating,"N-no, I-I can't take mexico my baby.",-0.915750742,-0.6084403992,-0.7243862152,-0.8310673237,0.3868279457092285,1
3952,"Then the two of them, moving as stealthily as if engaged in a burglary, transferred the contents to the table.",transferred,the contents,n,the table,n,transfer,VBD,16,the two of them,IN,ADP,20,NNS,NOUN,17,to,19,23,prep,po_only,"Then the two of them, moving as stealthily as if engaged in a burglary, transferred the table the contents.",-0.6977615356,-0.3079423904,-0.2873644829,-0.4516685009,0.4517898559570312,1
10622,I'll take him to housewares and I'll ask him the difference between a skillet and a frying pan.,take,him,p,housewares,n,take,VB,2,i,IN,ADP,5,PRP,PRON,3,to,4,21,prep,alternating,I'll take housewares him and I'll ask him the difference between a skillet and a frying pan.,-0.4151351452,-0.1153044701,-0.1272041798,-0.3109612465,0.1293079853057861,1
16645,Should I tell that to the Feds when they get here?,tell,that,i,the feds,n,tell,VB,2,i,IN,ADP,5,DT,PRON,3,to,4,12,dative,alternating,Should I tell the feds that when they get here?,-0.7272932529,-0.2196924686,0.008914232254,-0.145383358,-0.4528155326843261,1
8732,"The Captain said a few words to the Lieutenant, who, turning to the ranks, pointed to four of the men nearest him and transmitted the order to them.",said,a few words,n,"the lieutenant , who , turning to the ranks , pointed to four of the men nearest him and transmitted the order to them",n,say,VBD,2,the captain,IN,ADP,7,NNS,NOUN,3,to,6,32,prep,po_only,"The Captain said the lieutenant, who, turning to the ranks, pointed to four of the men nearest him and transmitted the order to them a few words.",-0.5366630554,-0.5337953568,-0.6056666374,-0.6091060638,0.4735856056213379,1
19408,I remember Mom zipping me into a snow suit to send me off to the doctor with Dad when I was around two.,send,me,p,the doctor,n,send,VB,10,,IN,ADP,14,PRP,PRON,11,to,13,24,prep,alternating,I remember Mom zipping me into a snow suit to send the doctor me off with Dad when I was around two.,-0.5763082504,-0.5131435394,-0.5721945763,-0.4997005463,0.5597777366638184,0
15544,But we must take it for ourselves.,take,it,i,ourselves,p,take,VB,3,we,IN,ADP,6,PRP,PRON,4,for,5,8,dative,benefactive_po_only,But we must take ourselves it.,-1.44655323,-0.501760006,-0.8929371834,-0.8823261261,0.873603343963623,1
11200,"She gave it to her friend, a Mrs. Nakagawa.",gave,it,i,"her friend , a mrs. nakagawa",n,give,VBD,1,she,IN,ADP,4,PRP,PRON,2,to,3,11,prep,alternating,"She gave her friend, a mrs. nakagawa it ",-1.845927238,-1.46936202,-0.9891607761,-1.655430079,0.9613947868347168,1
8436,"Mr. Brice was scarcely well enough to stand when they made the charge, and he is now in a dreadful condition He is a fine fellow, ”  added the Doctor, with a sigh, “General Sherman sent a special physician to the boat with him.",sent,a special physician,n,the boat,n,send,VBD,41,general sherman,IN,ADP,46,NN,NOUN,42,to,45,51,prep,alternating,"Mr. Brice was scarcely well enough to stand when they made the charge, and he is now in a dreadful condition He is a fine fellow, ”  added the Doctor, with a sigh, “General Sherman sent the boat a special physician with him.",-0.1805565357,-0.01339387894,-0.1509392262,-0.2308998108,0.2410247325897216,1
22630,"On the day the museum opened, President George W. Bush gave a dedication speech and also presented the Medal of Honor to the family of fallen Marine Jason Dunham.",presented,the medal of honor,n,the family of fallen marine jason dunham,n,present,VBD,17,,IN,ADP,23,NNP,PROPN,18,to,22,31,dative,po_only,"On the day the museum opened, President George W. Bush gave a dedication speech and also presented the family of fallen marine jason dunham the Medal of Honor.",-0.4006788731,-0.1836793423,-0.3936839104,-0.363370657,0.3537988662719726,1
3499,"At daybreak nest morning he drove his horses to the field, and brought them back in the evening without their ever having attempted to break away from him.",drove,his horses,n,the field,n,drive,VBD,5,he,IN,ADP,9,NNS,NOUN,6,to,8,30,prep,alternating,"At daybreak nest morning he drove the field his horses, and brought them back in the evening without their ever having attempted to break away from him.",-0.4550089836,-0.08826112747,-0.2530832291,-0.6067883968,0.344764232635498,1
1527,The Millstream touring theatre company is bringing South African playwright Athel Fougards ‘Road to Mecca’ to the theatre in Chipping Norton on Thursday night.,bringing,‘ road to mecca ’,n,the theatre in chipping norton,n,bring,VBG,6,the millstream touring theatre company,IN,ADP,18,NNP,PROPN,12,to,17,27,prep,alternating,The Millstream touring theatre company is bringing South African playwright Athel Fougards the theatre in chipping norton ‘Road to Mecca’ on Thursday night.,-0.109287262,-0.3649291992,-0.1018877029,-0.2180027962,0.1870594024658203,0
